date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago
20201219,12/19/2020,6,19,354,Saturday,Sat,n,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/19/2019
20201220,12/20/2020,7,20,355,Sunday,Sun,n,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/20/2019
20201221,12/21/2020,1,21,356,Monday,Mon,y,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/21/2019
20201222,12/22/2020,2,22,357,Tuesday,Tue,y,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/22/2019
20201223,12/23/2020,3,23,358,Wednesday,Wed,y,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/23/2019
20201224,12/24/2020,4,24,359,Thursday,Thu,y,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/24/2019
20201225,12/25/2020,5,25,360,Friday,Fri,y,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/25/2019
20201226,12/26/2020,6,26,361,Saturday,Sat,n,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/26/2019
20201227,12/27/2020,7,27,362,Sunday,Sun,n,52,52,12/21/2020,20201221,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/27/2019
20201228,12/28/2020,1,28,363,Monday,Mon,y,53,53,12/28/2020,20201228,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/28/2019
20201229,12/29/2020,2,29,364,Tuesday,Tue,y,53,53,12/28/2020,20201228,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/29/2019
20201230,12/30/2020,3,30,365,Wednesday,Wed,y,53,53,12/28/2020,20201228,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/30/2019
20201231,12/31/2020,4,31,366,Thursday,Thu,y,53,53,12/28/2020,20201228,12,12,December,Dec,4,2020,202012,6,2,2021,m,12/31/2019
